timex,start_x,start_v,start_ph,start_prs,start_pxr,start_ps,start_wfs,start_wfh,start_wfvrs,start_wfvx,start_uf_net,start_uf,start_px,start_a,start_m,tri_x,tri_v,tri_ped,tri_pes,tri_pd,tri_pld,tri_plr,tri_ps,tri_wfd,tri_wfde,tri_wfld,tri_wfle,tri_wflr,tri_wfs,tri_wfse,tri_wfxd,tri_wfsx,tri_wfx,tri_uf_net,tri_uf,tri_m,tri_fext,tri_pel,tri_px,mv_x,mv_v,mv_ps,mv_px,mv_pr,mv_pc,mv_pa,mv_pw,mv_pd,mv_wfs,mv_wfd,mv_wfsr,mv_wfwd,mv_wfw,mv_wfwx,mv_wfxa,mv_wfrc,mv_wfx,mv_wfa,mv_wfc,mv_wfr,mv_uf_net,mv_uf,mv_m,hs_x,hs_v,hs_pf,hs_ph,hs_pl,hs_plx,hs_wff,hs_wfh,hs_wfl,hs_uf_net,hs_uf,hs_f_f,hs_f_cf,fp_sg,fp_beta
0.000203,0.116413929,0.26823,447.73,447.73,66.821,1448.3,708.33,-708.33,1.483,1.483,0.29464,0.29464,67.346,1054.9,0.10781,-0.0017857,0,66.821,1448.264038,66.821,736.87,718.68,1454.5,101.35,0,0,0,0,113.71,0,101.35,113.71,12.362,0,0.10288,0.055,-11.379,66.821,736.87,-0.042234,0,443.64,198.59,198.59,83.462,14.696,443.64,395.43,101.8,101.8,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061758,-0.97107,317.84,443.64,393.83,393.81,-112.96,84.006,-28.955,-0.83325,-0.83325,-0.32133,0.61,0.75,1.35E+05
0.000204,0.116414197,0.26927,447.72,447.72,66.901,1448.3,708.3,-708.3,1.4888,1.4888,0.2896,0.2896,67.43,1036.9,0.10781,-0.0017857,0,66.901,1448.265625,66.901,719.4,736.12,1454.5,100.01,0,0,0,0,115.09,0,100.01,115.09,15.074,0,0.10067,0.055,-11.379,66.901,719.4,-0.042234,0,443.62,198.59,198.59,83.572,14.696,443.62,395.43,101.78,101.78,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061748,-0.97751,317.85,443.62,393.8,393.78,-112.93,83.783,-29.147,-0.83057,-0.83057,-0.32124,0.61,0.75,1.35E+05
0.000205,0.116414465,0.2703,447.71,447.71,66.98,1448.3,708.27,-708.27,1.4945,1.4945,0.28455,0.28455,67.513,1018.8,0.10781,-0.0017857,0,66.98,1448.267456,66.98,736.87,718.68,1454.5,101.34,0,0,0,0,113.71,0,101.34,113.71,12.375,0,0.098473,0.055,-11.379,66.98,736.87,-0.042234,0,443.6,198.59,198.59,83.682,14.696,443.6,395.42,101.77,101.77,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061739,-0.98393,317.86,443.6,393.78,393.76,-112.9,83.561,-29.338,-0.82782,-0.82782,-0.32114,0.61,0.75,1.35E+05
0.000206,0.116414733,0.27131,447.71,447.71,67.061,1448.3,708.24,-708.24,1.5,1.5,0.27944,0.27944,67.598,1000.5,0.10781,-0.0017857,0,67.061,1448.269043,67.061,719.39,736.11,1454.5,100,0,0,0,0,115.09,0,100,115.09,15.088,0,0.09623,0.055,-11.379,67.061,719.39,-0.042234,0,443.58,198.59,198.59,83.792,14.696,443.58,395.42,101.76,101.76,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061729,-0.99033,317.88,443.58,393.75,393.73,-112.87,83.339,-29.529,-0.825,-0.825,-0.32105,0.61,0.75,1.35E+05
0.000207,0.116415001,0.2723,447.7,447.7,67.141,1448.3,708.21,-708.21,1.5055,1.5055,0.27433,0.27433,67.682,982.19,0.10781,-0.0017857,0,67.141,1448.270874,67.141,736.86,718.67,1454.5,101.32,0,0,0,0,113.71,0,101.32,113.71,12.388,0,0.093994,0.055,-11.379,67.141,736.86,-0.042234,0,443.57,198.59,198.59,83.902,14.696,443.57,395.41,101.74,101.74,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061719,-0.99671,317.89,443.57,393.72,393.7,-112.84,83.117,-29.719,-0.82211,-0.82211,-0.32096,0.61,0.75,1.35E+05
0.000208,0.116415277,0.27328,447.69,447.69,67.223,1448.3,708.19,-708.19,1.5109,1.5109,0.26915,0.26915,67.768,963.64,0.10781,-0.0017857,0,67.223,1448.272461,67.223,719.39,736.1,1454.5,99.988,0,0,0,0,115.09,0,99.988,115.09,15.101,0,0.091721,0.055,-11.379,67.223,719.39,-0.042234,0,443.55,198.59,198.59,84.013,14.696,443.55,395.4,101.73,101.73,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061709,-1.0031,317.91,443.55,393.7,393.68,-112.81,82.897,-29.909,-0.81915,-0.81915,-0.32086,0.61,0.75,1.35E+05
0.000209,0.116415553,0.27423,447.69,447.69,67.305,1448.3,708.16,-708.16,1.5162,1.5162,0.26396,0.26396,67.854,945.09,0.10781,-0.0017857,0,67.305,1448.274292,67.305,736.86,718.66,1454.5,101.31,0,0,0,0,113.71,0,101.31,113.71,12.401,0,0.089447,0.055,-11.379,67.305,736.86,-0.042234,0,443.53,198.59,198.59,84.124,14.696,443.53,395.4,101.72,101.72,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061699,-1.0094,317.92,443.53,393.67,393.65,-112.77,82.677,-30.098,-0.81613,-0.81613,-0.32077,0.61,0.75,1.35E+05
0.00021,0.116415828,0.27517,447.68,447.68,67.388,1448.3,708.13,-708.13,1.5213,1.5213,0.25872,0.25872,67.941,926.32,0.10781,-0.0017857,0,67.388,1448.275879,67.388,719.38,736.1,1454.5,99.975,0,0,0,0,115.09,0,99.975,115.09,15.115,0,0.087135,0.055,-11.379,67.388,719.38,-0.042234,0,443.51,198.59,198.59,84.236,14.696,443.51,395.39,101.7,101.7,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061689,-1.0157,317.94,443.51,393.65,393.62,-112.74,82.457,-30.286,-0.81302,-0.81302,-0.32068,0.61,0.75,1.35E+05
0.000211,0.116416104,0.27608,447.67,447.67,67.471,1448.3,708.1,-708.1,1.5264,1.5264,0.25348,0.25348,68.027,907.56,0.10781,-0.0017857,0,67.471,1448.27771,67.471,736.85,718.66,1454.5,101.3,0,0,0,0,113.71,0,101.3,113.71,12.415,0,0.084835,0.055,-11.379,67.471,736.85,-0.042234,0,443.49,198.59,198.59,84.348,14.696,443.49,395.38,101.69,101.69,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061678,-1.022,317.95,443.49,393.62,393.6,-112.71,82.238,-30.473,-0.80985,-0.80985,-0.32058,0.61,0.75,1.35E+05
0.000212,0.11641638,0.27698,447.66,447.66,67.556,1448.3,708.07,-708.07,1.5314,1.5314,0.24818,0.24818,68.115,888.58,0.10781,-0.0017857,0,67.556,1448.279419,67.556,719.38,736.09,1454.5,99.962,0,0,0,0,115.09,0,99.962,115.09,15.129,0,0.082493,0.055,-11.379,67.556,719.38,-0.042234,0,443.47,198.59,198.59,84.46,14.696,443.47,395.38,101.68,101.68,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061668,-1.0282,317.97,443.47,393.59,393.57,-112.68,82.02,-30.66,-0.80662,-0.80662,-0.32049,0.61,0.75,1.35E+05
0.000213,0.116416655,0.27786,447.66,447.66,67.64,1448.3,708.04,-708.04,1.5362,1.5362,0.24288,0.24288,68.203,869.61,0.10781,-0.0017857,0,67.64,1448.281372,67.64,736.85,718.65,1454.5,101.29,0,0,0,0,113.71,0,101.29,113.71,12.429,0,0.080162,0.055,-11.379,67.64,736.85,-0.042234,0,443.45,198.59,198.59,84.572,14.696,443.45,395.37,101.66,101.66,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061658,-1.0345,317.98,443.45,393.57,393.54,-112.65,81.802,-30.845,-0.80332,-0.80332,-0.3204,0.61,0.75,1.35E+05
0.000214,0.116416931,0.27872,447.65,447.65,67.725,1448.3,708.01,-708.01,1.541,1.541,0.23753,0.23753,68.292,850.44,0.10781,-0.0017857,0,67.725,1448.283081,67.725,719.37,736.09,1454.5,99.948,0,0,0,0,115.09,0,99.948,115.09,15.143,0,0.077797,0.055,-11.379,67.725,719.37,-0.042234,0,443.43,198.59,198.59,84.685,14.696,443.43,395.36,101.65,101.65,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061648,-1.0407,318,443.43,393.54,393.51,-112.62,81.585,-31.031,-0.79995,-0.79995,-0.3203,0.61,0.75,1.35E+05
0.000215,0.116417207,0.27956,447.64,447.64,67.81,1448.3,707.98,-707.98,1.5456,1.5456,0.23218,0.23218,68.38,831.28,0.10781,-0.0017857,0,67.81,1448.285034,67.81,736.84,718.64,1454.5,101.27,0,0,0,0,113.72,0,101.27,113.72,12.443,0,0.075432,0.055,-11.379,67.81,736.84,-0.042234,0,443.42,198.59,198.59,84.798,14.696,443.42,395.36,101.64,101.64,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061637,-1.0469,318.01,443.42,393.51,393.49,-112.58,81.369,-31.215,-0.79652,-0.79652,-0.32021,0.61,0.75,1.35E+05
0.000216,0.11641749,0.28038,447.64,447.64,67.896,1448.3,707.95,-707.95,1.5502,1.5502,0.22677,0.22677,68.47,811.92,0.10781,-0.0017857,0,67.896,1448.286743,67.896,719.37,736.08,1454.5,99.935,0,0,0,0,115.09,0,99.935,115.09,15.157,0,0.073036,0.055,-11.379,67.896,719.37,-0.042234,0,443.4,198.59,198.59,84.911,14.696,443.4,395.35,101.63,101.63,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061627,-1.053,318.03,443.4,393.48,393.46,-112.55,81.153,-31.398,-0.79301,-0.79301,-0.32012,0.61,0.75,1.35E+05
0.000217,0.116417773,0.28119,447.63,447.63,67.983,1448.3,707.92,-707.92,1.5546,1.5546,0.22137,0.22137,68.559,792.58,0.10781,-0.0017857,0,67.983,1448.288696,67.983,736.84,718.64,1454.5,101.26,0,0,0,0,113.72,0,101.26,113.72,12.457,0,0.070648,0.055,-11.379,67.983,736.84,-0.042234,0,443.38,198.59,198.59,85.024,14.696,443.38,395.35,101.61,101.61,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061616,-1.0592,318.05,443.38,393.46,393.43,-112.52,80.939,-31.581,-0.78944,-0.78944,-0.32002,0.61,0.75,1.35E+05
0.000218,0.116418056,0.28197,447.62,447.62,68.07,1448.3,707.89,-707.89,1.559,1.559,0.21592,0.21592,68.65,773.07,0.10781,-0.0017857,0,68.07,1448.290405,68.07,719.36,736.07,1454.5,99.921,0,0,0,0,115.09,0,99.921,115.09,15.172,0,0.068226,0.055,-11.379,68.07,719.36,-0.042234,0,443.36,198.59,198.59,85.138,14.696,443.36,395.34,101.6,101.6,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061605,-1.0653,318.06,443.36,393.43,393.4,-112.49,80.724,-31.763,-0.78581,-0.78581,-0.31993,0.61,0.75,1.35E+05
0.000219,0.116418339,0.28273,447.61,447.61,68.157,1448.3,707.86,-707.86,1.5632,1.5632,0.21047,0.21047,68.74,753.57,0.10781,-0.0017857,0,68.157,1448.292358,68.157,736.83,718.63,1454.5,101.25,0,0,0,0,113.72,0,101.25,113.72,12.472,0,0.065815,0.055,-11.379,68.157,736.83,-0.042234,0,443.34,198.59,198.59,85.252,14.696,443.34,395.33,101.59,101.59,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061595,-1.0713,318.08,443.34,393.4,393.38,-112.46,80.511,-31.944,-0.78211,-0.78211,-0.31984,0.61,0.75,1.35E+05
0.00022,0.116418622,0.28348,447.61,447.61,68.245,1448.3,707.83,-707.83,1.5673,1.5673,0.20498,0.20498,68.831,733.89,0.10781,-0.0017857,0,68.245,1448.294067,68.245,719.36,736.07,1454.5,99.907,0,0,0,0,115.09,0,99.907,115.09,15.186,0,0.063362,0.055,-11.379,68.245,719.36,-0.042234,0,443.32,198.59,198.59,85.366,14.696,443.32,395.33,101.58,101.58,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061584,-1.0774,318.09,443.32,393.37,393.35,-112.42,80.298,-32.124,-0.77833,-0.77833,-0.31974,0.61,0.75,1.35E+05
0.000221,0.116418906,0.2842,447.6,447.6,68.333,1448.3,707.8,-707.8,1.5713,1.5713,0.19949,0.19949,68.922,714.25,0.10781,-0.0017857,0,68.333,1448.296143,68.333,736.82,718.63,1454.5,101.23,0,0,0,0,113.72,0,101.23,113.72,12.486,0,0.060932,0.055,-11.379,68.333,736.82,-0.042234,0,443.31,198.59,198.59,85.48,14.696,443.31,395.32,101.56,101.56,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061573,-1.0834,318.11,443.31,393.34,393.32,-112.39,80.087,-32.304,-0.7745,-0.7745,-0.31965,0.61,0.75,1.35E+05
0.000222,0.116419189,0.2849,447.59,447.59,68.422,1448.3,707.78,-707.78,1.5752,1.5752,0.19396,0.19396,69.014,694.44,0.10781,-0.0017857,0,68.422,1448.297974,68.422,719.35,736.06,1454.5,99.893,0,0,0,0,115.09,0,99.893,115.09,15.201,0,0.05846,0.055,-11.379,68.422,719.35,-0.042234,0,443.29,198.59,198.59,85.594,14.696,443.29,395.31,101.55,101.55,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061562,-1.0894,318.12,443.29,393.32,393.29,-112.36,79.876,-32.482,-0.7706,-0.7706,-0.31955,0.61,0.75,1.35E+05
0.000223,0.116419472,0.28559,447.59,447.59,68.51,1448.3,707.75,-707.75,1.579,1.579,0.18843,0.18843,69.105,674.66,0.10781,-0.0017857,0,68.51,1448.300049,68.51,736.82,718.62,1454.5,101.22,0,0,0,0,113.72,0,101.22,113.72,12.501,0,0.056007,0.055,-11.379,68.51,736.82,-0.042234,0,443.27,198.59,198.59,85.709,14.696,443.27,395.31,101.54,101.54,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061551,-1.0953,318.14,443.27,393.29,393.26,-112.32,79.665,-32.659,-0.76663,-0.76663,-0.31946,0.61,0.75,1.35E+05
0.000224,0.116419755,0.28625,447.58,447.58,68.6,1448.3,707.72,-707.72,1.5826,1.5826,0.18287,0.18287,69.198,654.73,0.10781,-0.0017857,0,68.6,1448.30188,68.6,719.34,736.06,1454.5,99.879,0,0,0,0,115.09,0,99.879,115.09,15.216,0,0.053516,0.055,-11.379,68.6,719.34,-0.042234,0,443.25,198.59,198.59,85.824,14.696,443.25,395.3,101.53,101.53,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.006154,-1.1012,318.15,443.25,393.26,393.23,-112.29,79.456,-32.836,-0.76259,-0.76259,-0.31937,0.61,0.75,1.35E+05
0.000225,0.116420038,0.2869,447.57,447.57,68.689,1448.3,707.69,-707.69,1.5862,1.5862,0.17731,0.17731,69.29,634.84,0.10781,-0.0017857,0,68.689,1448.303955,68.689,736.81,718.61,1454.5,101.2,0,0,0,0,113.72,0,101.2,113.72,12.515,0,0.051044,0.055,-11.379,68.689,736.81,-0.042234,0,443.23,198.59,198.59,85.939,14.696,443.23,395.29,101.52,101.52,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061529,-1.1071,318.17,443.23,393.23,393.2,-112.26,79.247,-33.012,-0.75849,-0.75849,-0.31927,0.61,0.75,1.35E+05
0.000226,0.116420329,0.28752,447.56,447.56,68.78,1448.3,707.66,-707.66,1.5897,1.5897,0.17171,0.17171,69.383,614.78,0.10781,-0.0017857,0,68.78,1448.305786,68.78,719.34,736.05,1454.5,99.865,0,0,0,0,115.1,0,99.865,115.1,15.231,0,0.048534,0.055,-11.379,68.78,719.34,-0.042234,0,443.22,198.59,198.59,86.054,14.696,443.22,395.29,101.51,101.51,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061518,-1.113,318.19,443.22,393.2,393.17,-112.23,79.04,-33.186,-0.75433,-0.75433,-0.31918,0.61,0.75,1.35E+05
0.000227,0.116420619,0.28813,447.56,447.56,68.87,1448.3,707.63,-707.63,1.593,1.593,0.16612,0.16612,69.475,594.78,0.10781,-0.0017857,0,68.87,1448.307861,68.87,736.81,718.61,1454.5,101.19,0,0,0,0,113.72,0,101.19,113.72,12.53,0,0.046043,0.055,-11.379,68.87,736.81,-0.042234,0,443.2,198.59,198.59,86.169,14.696,443.2,395.28,101.49,101.49,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061507,-1.1188,318.2,443.2,393.17,393.14,-112.19,78.833,-33.36,-0.75011,-0.75011,-0.31908,0.61,0.75,1.35E+05
0.000228,0.11642091,0.28871,447.55,447.55,68.96,1448.3,707.59,-707.59,1.5962,1.5962,0.16049,0.16049,69.569,574.63,0.10781,-0.0017857,0,68.96,1448.309814,68.96,719.33,736.04,1454.5,99.85,0,0,0,0,115.1,0,99.85,115.1,15.246,0,0.043522,0.055,-11.379,68.96,719.33,-0.042234,0,443.18,198.59,198.59,86.285,14.696,443.18,395.27,101.48,101.48,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061496,-1.1246,318.22,443.18,393.14,393.12,-112.16,78.627,-33.533,-0.74582,-0.74582,-0.31899,0.61,0.75,1.35E+05
0.000229,0.1164212,0.28928,447.54,447.54,69.051,1448.3,707.56,-707.56,1.5994,1.5994,0.15489,0.15489,69.662,554.55,0.10781,-0.0017857,0,69.051,1448.312012,69.051,736.8,718.6,1454.5,101.18,0,0,0,0,113.72,0,101.18,113.72,12.545,0,0.041016,0.055,-11.379,69.051,736.8,-0.042234,0,443.16,198.59,198.59,86.4,14.696,443.16,395.27,101.47,101.47,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061485,-1.1304,318.23,443.16,393.11,393.09,-112.13,78.422,-33.704,-0.74147,-0.74147,-0.31889,0.61,0.75,1.35E+05
0.00023,0.116421491,0.28982,447.53,447.53,69.142,1448.3,707.53,-707.53,1.6024,1.6024,0.14923,0.14923,69.755,534.31,0.10781,-0.0017857,0,69.142,1448.313965,69.142,719.33,736.04,1454.5,99.836,0,0,0,0,115.1,0,99.836,115.1,15.261,0,0.038479,0.055,-11.379,69.142,719.33,-0.042234,0,443.15,198.59,198.59,86.516,14.696,443.15,395.26,101.46,101.46,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061473,-1.1361,318.25,443.15,393.08,393.06,-112.09,78.218,-33.875,-0.73706,-0.73706,-0.3188,0.61,0.75,1.35E+05
0.000231,0.116421781,0.29035,447.53,447.53,69.234,1448.3,707.5,-707.5,1.6053,1.6053,0.1436,0.1436,69.849,514.14,0.10781,-0.0017857,0,69.234,1448.316162,69.234,736.8,718.6,1454.5,101.16,0,0,0,0,113.72,0,101.16,113.72,12.56,0,0.035957,0.055,-11.379,69.234,736.8,-0.042234,0,443.13,198.59,198.59,86.632,14.696,443.13,395.25,101.45,101.45,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061462,-1.1418,318.27,443.13,393.05,393.03,-112.06,78.015,-34.045,-0.73258,-0.73258,-0.31871,0.61,0.75,1.35E+05
0.000232,0.116422072,0.29085,447.52,447.52,69.325,1448.3,707.47,-707.47,1.6081,1.6081,0.13793,0.13793,69.943,493.84,0.10781,-0.0017857,0,69.325,1448.318115,69.325,719.32,736.03,1454.6,99.822,0,0,0,0,115.1,0,99.822,115.1,15.276,0,0.033409,0.055,-11.379,69.325,719.32,-0.042234,0,443.11,198.59,198.59,86.748,14.696,443.11,395.25,101.44,101.44,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.006145,-1.1474,318.28,443.11,393.02,393,-112.03,77.813,-34.213,-0.72804,-0.72804,-0.31861,0.61,0.75,1.35E+05
0.000233,0.116422363,0.29133,447.51,447.51,69.417,1448.3,707.44,-707.44,1.6107,1.6107,0.13228,0.13228,70.036,473.62,0.10781,-0.0017857,0,69.417,1448.320313,69.417,736.79,718.59,1454.6,101.15,0,0,0,0,113.72,0,101.15,113.72,12.575,0,0.030876,0.055,-11.379,69.417,736.79,-0.042234,0,443.09,198.59,198.59,86.864,14.696,443.09,395.24,101.42,101.42,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061439,-1.1531,318.3,443.09,392.99,392.97,-111.99,77.611,-34.381,-0.72344,-0.72344,-0.31852,0.61,0.75,1.35E+05
0.000234,0.116422653,0.2918,447.5,447.5,69.509,1448.3,707.41,-707.41,1.6133,1.6133,0.1266,0.1266,70.13,453.26,0.10781,-0.0017857,0,69.509,1448.322266,69.509,719.32,736.03,1454.6,99.807,0,0,0,0,115.1,0,99.807,115.1,15.291,0,0.028316,0.055,-11.379,69.509,719.32,-0.042234,0,443.08,198.59,198.59,86.98,14.696,443.08,395.23,101.41,101.41,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061427,-1.1586,318.31,443.08,392.96,392.94,-111.96,77.411,-34.547,-0.71877,-0.71877,-0.31842,0.61,0.75,1.35E+05
0.000235,0.116422944,0.29224,447.5,447.5,69.601,1448.3,707.38,-707.38,1.6157,1.6157,0.12094,0.12094,70.224,433,0.10781,-0.0017857,0,69.601,1448.324463,69.601,736.79,718.59,1454.6,101.13,0,0,0,0,113.72,0,101.13,113.72,12.59,0,0.025768,0.055,-11.379,69.601,736.79,-0.042234,0,443.06,198.59,198.59,87.096,14.696,443.06,395.22,101.4,101.4,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061416,-1.1642,318.33,443.06,392.93,392.9,-111.92,77.212,-34.713,-0.71406,-0.71406,-0.31833,0.61,0.75,1.35E+05
0.000236,0.116423234,0.29266,447.49,447.49,69.694,1448.3,707.35,-707.35,1.6181,1.6181,0.11524,0.11524,70.319,412.6,0.10781,-0.0017857,0,69.694,1448.326538,69.694,719.31,736.02,1454.6,99.793,0,0,0,0,115.1,0,99.793,115.1,15.307,0,0.023205,0.055,-11.379,69.694,719.31,-0.042234,0,443.04,198.59,198.59,87.212,14.696,443.04,395.22,101.39,101.39,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061404,-1.1697,318.35,443.04,392.9,392.87,-111.89,77.014,-34.877,-0.70927,-0.70927,-0.31824,0.61,0.75,1.35E+05
0.000237,0.116423525,0.29307,447.48,447.48,69.786,1448.3,707.32,-707.32,1.6203,1.6203,0.10957,0.10957,70.413,392.31,0.10781,-0.0017857,0,69.786,1448.328857,69.786,736.78,718.58,1454.6,101.12,0,0,0,0,113.72,0,101.12,113.72,12.605,0,0.020653,0.055,-11.379,69.786,736.78,-0.042234,0,443.02,198.59,198.59,87.329,14.696,443.02,395.21,101.38,101.38,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061392,-1.1752,318.36,443.02,392.87,392.84,-111.86,76.817,-35.04,-0.70442,-0.70442,-0.31814,0.61,0.75,1.35E+05
0.000238,0.116423815,0.29345,447.48,447.48,69.879,1448.3,707.29,-707.29,1.6224,1.6224,0.10387,0.10387,70.507,371.89,0.10781,-0.0017857,0,69.879,1448.330933,69.879,719.31,736.02,1454.6,99.778,0,0,0,0,115.1,0,99.778,115.1,15.322,0,0.018078,0.055,-11.379,69.879,719.31,-0.042234,0,443.01,198.59,198.59,87.445,14.696,443.01,395.2,101.37,101.37,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061381,-1.1806,318.38,443.01,392.84,392.81,-111.82,76.621,-35.203,-0.69952,-0.69952,-0.31805,0.61,0.75,1.35E+05
0.000239,0.116424106,0.29381,447.47,447.47,69.971,1448.3,707.26,-707.26,1.6244,1.6244,0.098194,0.098194,70.601,351.57,0.10781,-0.0017857,0,69.971,1448.333252,69.971,736.78,718.58,1454.6,101.1,0,0,0,0,113.72,0,101.1,113.72,12.62,0,0.015526,0.055,-11.379,69.971,736.78,-0.042234,0,442.99,198.59,198.59,87.562,14.696,442.99,395.2,101.36,101.36,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061369,-1.186,318.4,442.99,392.81,392.78,-111.79,76.426,-35.363,-0.69456,-0.69456,-0.31795,0.61,0.75,1.35E+05
0.00024,0.116424397,0.29415,447.46,447.46,70.065,1448.3,707.23,-707.23,1.6263,1.6263,0.092489,0.092489,70.696,331.14,0.10781,-0.0017857,0,70.065,1448.335327,70.065,719.3,736.01,1454.6,99.763,0,0,0,0,115.1,0,99.763,115.1,15.337,0,0.012943,0.055,-11.379,70.065,719.3,-0.042234,0,442.97,198.59,198.59,87.678,14.696,442.97,395.19,101.35,101.35,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061357,-1.1914,318.41,442.97,392.78,392.75,-111.75,76.232,-35.523,-0.68953,-0.68953,-0.31786,0.61,0.75,1.35E+05
0.000241,0.116424695,0.29447,447.45,447.45,70.157,1448.3,707.2,-707.2,1.6281,1.6281,0.086811,0.086811,70.79,310.82,0.10781,-0.0017857,0,70.157,1448.337646,70.157,736.77,718.57,1454.6,101.09,0,0,0,0,113.73,0,101.09,113.73,12.636,0,0.01038,0.055,-11.379,70.157,736.77,-0.042234,0,442.96,198.59,198.59,87.795,14.696,442.96,395.18,101.34,101.34,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061345,-1.1967,318.43,442.96,392.75,392.72,-111.72,76.039,-35.682,-0.68445,-0.68445,-0.31777,0.61,0.75,1.35E+05
0.000242,0.116424993,0.29477,447.45,447.45,70.25,1448.3,707.17,-707.17,1.6297,1.6297,0.081105,0.081105,70.884,290.39,0.10781,-0.0017857,0,70.25,1448.339722,70.25,719.3,736.01,1454.6,99.749,0,0,0,0,115.1,0,99.749,115.1,15.353,0,0.0077972,0.055,-11.379,70.25,719.3,-0.042234,0,442.94,198.59,198.59,87.911,14.696,442.94,395.18,101.33,101.33,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061333,-1.202,318.45,442.94,392.72,392.69,-111.69,75.847,-35.839,-0.67931,-0.67931,-0.31767,0.61,0.75,1.35E+05
0.000243,0.116425291,0.29505,447.44,447.44,70.343,1448.3,707.14,-707.14,1.6313,1.6313,0.075429,0.075429,70.978,270.06,0.10781,-0.0017857,0,70.343,1448.342041,70.343,736.77,718.57,1454.6,101.08,0,0,0,0,113.73,0,101.08,113.73,12.651,0,0.0052338,0.055,-11.379,70.343,736.77,-0.042234,0,442.92,198.59,198.59,88.028,14.696,442.92,395.17,101.32,101.32,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061321,-1.2072,318.46,442.92,392.69,392.66,-111.65,75.657,-35.996,-0.67411,-0.67411,-0.31758,0.61,0.75,1.35E+05
0.000244,0.116425589,0.29531,447.43,447.43,70.437,1448.3,707.11,-707.11,1.6327,1.6327,0.069726,0.069726,71.073,249.65,0.10781,-0.0017857,0,70.437,1448.344238,70.437,719.29,736,1454.6,99.734,0,0,0,0,115.1,0,99.734,115.1,15.368,0,0.0026474,0.055,-11.379,70.437,719.29,-0.042234,0,442.91,198.59,198.59,88.144,14.696,442.91,395.16,101.31,101.31,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061309,-1.2124,318.48,442.91,392.66,392.62,-111.62,75.467,-36.151,-0.66885,-0.66885,-0.31749,0.61,0.75,1.35E+05
0.000245,0.116425887,0.29555,447.42,447.42,70.529,1448.3,707.07,-707.07,1.6341,1.6341,0.064059,0.064059,71.167,229.35,0.10781,-0.0017857,0,70.529,1448.34668,70.529,736.76,718.56,1454.6,101.06,0,0,0,0,113.73,0,101.06,113.73,12.666,0,8.39E-05,0.055,-11.379,70.529,736.76,-0.042234,0,442.89,198.59,198.59,88.261,14.696,442.89,395.16,101.29,101.29,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.0061297,-1.2176,318.49,442.89,392.63,392.59,-111.58,75.279,-36.305,-0.66354,-0.66354,-0.31739,0.61,0.75,1.35E+05
